Order ID,Order Date,Customer Age,Gender,Country,Product Category,Quantity,Unit Price,Total Price,Payment Method,Customer Satisfaction,Returned
659,2024-10-20,40,Female,USA,Home,5,19.61,98.05,Debit Card,5,0
660,2024-10-21,33,Female,Canada,Beauty,5,90.96,454.79999999999995,Debit Card,2,1
661,2024-10-22,56,Male,France,Beauty,1,168.15,168.15,PayPal,2,0
662,2024-10-23,62,Male,USA,Electronics,6,163.07,978.42,Credit Card,4,0
663,2024-10-24,59,Male,UK,Sports,1,52.62,52.62,Credit Card,1,0
664,2024-10-25,56,Female,Germany,Home,5,52.96,264.8,Cash,3,0
665,2024-10-26,31,Male,Canada,Sports,9,165.29,1487.61,Bank Transfer,2,0
666,2024-10-27,48,Female,USA,Sports,5,186.78,933.9,Debit Card,2,0
667,2024-10-28,22,Female,France,Apparel,6,28.12,168.72,Debit Card,1,0
668,2024-10-29,52,Male,USA,Electronics,8,95.51,764.08,Debit Card,1,0
669,2024-10-30,40,Male,Australia,Toys,1,74.12,74.12,Bank Transfer,5,1
670,2024-10-31,46,Female,France,Beauty,2,175.43,350.86,Cash,3,1
671,2024-11-01,60,Female,UK,Beauty,9,25.87,232.83,Bank Transfer,1,0
672,2024-11-02,28,Female,Germany,Electronics,3,50.11,150.32999999999998,Credit Card,2,0
673,2024-11-03,35,Male,UK,Toys,6,152.97,917.8199999999999,Credit Card,2,1
674,2024-11-04,64,Female,Canada,Beauty,5,19.75,98.75,Debit Card,4,0
675,2024-11-05,29,Male,USA,Electronics,2,103.58,207.16,PayPal,1,0
676,2024-11-06,26,Female,Australia,Beauty,7,94.0,658.0,Debit Card,5,1
677,2024-11-07,27,Female,France,Sports,4,73.54,294.16,PayPal,3,1
678,2024-11-08,61,Male,France,Home,1,84.97,84.97,Bank Transfer,5,0
679,2024-11-09,34,Female,USA,Home,4,110.69,442.76,Credit Card,2,0
680,2024-11-10,55,Male,Australia,Beauty,6,40.66,243.95999999999998,PayPal,5,0
681,2024-11-11,24,Male,USA,Apparel,7,118.68,830.76,Bank Transfer,2,0
682,2024-11-12,63,Female,Canada,Toys,7,163.03,1141.21,Credit Card,2,0
683,2024-11-13,30,Male,UK,Toys,7,154.43,1081.01,PayPal,2,0
684,2024-11-14,57,Male,France,Toys,3,39.24,117.72,Debit Card,2,0
685,2024-11-15,59,Female,Canada,Sports,6,38.36,230.16,Debit Card,2,0
686,2024-11-16,26,Male,UK,Toys,8,60.95,487.6,Debit Card,4,0
687,2024-11-17,67,Male,Canada,Home,4,78.6,314.4,Bank Transfer,5,0
688,2024-11-18,44,Male,Australia,Sports,8,87.61,700.88,Debit Card,4,0
689,2024-11-19,19,Female,France,Electronics,2,139.14,278.28,Cash,4,0
690,2024-11-20,22,Male,USA,Toys,9,20.77,186.93,Credit Card,1,1
691,2024-11-21,46,Female,USA,Toys,9,16.59,149.31,Bank Transfer,1,0
692,2024-11-22,54,Female,UK,Electronics,8,84.46,675.68,Debit Card,1,0
693,2024-11-23,55,Male,Germany,Toys,1,142.46,142.46,Credit Card,3,1
694,2024-11-24,36,Male,Australia,Electronics,2,46.75,93.5,PayPal,1,0
695,2024-11-25,25,Male,UK,Sports,6,131.89,791.3399999999999,Debit Card,5,0
696,2024-11-26,65,Female,Germany,Home,5,59.37,296.84999999999997,Credit Card,4,1
697,2024-11-27,62,Male,Canada,Electronics,9,178.36,1605.2400000000002,Cash,5,0
698,2024-11-28,18,Male,Australia,Apparel,5,180.18,900.9000000000001,PayPal,1,0
699,2024-11-29,39,Male,Canada,Electronics,2,66.48,132.96,Cash,3,0
700,2024-11-30,69,Male,France,Toys,4,53.7,214.8,Credit Card,3,0
701,2024-12-01,34,Male,Australia,Sports,9,88.15,793.35,Cash,4,1
702,2024-12-02,24,Female,Germany,Beauty,1,55.7,55.7,Credit Card,5,1
703,2024-12-03,42,Female,France,Sports,1,137.75,137.75,Credit Card,2,0
704,2024-12-04,62,Male,USA,Beauty,7,166.95,1168.6499999999999,Cash,5,0
705,2024-12-05,21,Male,Germany,Electronics,3,137.89,413.66999999999996,Credit Card,1,0
706,2024-12-06,53,Male,UK,Home,2,166.63,333.26,Debit Card,2,0
707,2024-12-07,23,Male,USA,Apparel,9,85.43,768.8700000000001,Credit Card,3,0
708,2024-12-08,48,Female,USA,Sports,3,39.7,119.10000000000001,Bank Transfer,4,0
709,2024-12-09,36,Male,UK,Toys,2,150.21,300.42,Credit Card,4,0
710,2024-12-10,61,Female,Australia,Beauty,8,78.49,627.92,Bank Transfer,3,0
711,2024-12-11,56,Female,USA,Toys,6,137.54,825.24,Credit Card,1,0
712,2024-12-12,44,Male,Germany,Home,6,61.42,368.52,Credit Card,3,0
713,2024-12-13,27,Female,France,Beauty,7,25.43,178.01,Cash,1,0
714,2024-12-14,43,Female,USA,Sports,7,198.59,1390.13,Debit Card,2,0
715,2024-12-15,36,Female,Germany,Electronics,6,39.68,238.07999999999998,Debit Card,3,0
716,2024-12-16,56,Female,Canada,Toys,4,197.8,791.2,PayPal,1,0
717,2024-12-17,20,Male,Germany,Home,9,195.68,1761.1200000000001,Cash,2,0
718,2024-12-18,62,Male,France,Sports,6,160.83,964.98,Cash,3,0
719,2024-12-19,30,Female,Germany,Sports,4,135.29,541.16,Debit Card,4,1
720,2024-12-20,67,Male,UK,Sports,3,119.78,359.34000000000003,Cash,3,0
721,2024-12-21,45,Male,France,Sports,4,174.56,698.24,Debit Card,5,0
722,2024-12-22,37,Male,Australia,Beauty,3,64.99,194.96999999999997,Cash,3,0
723,2024-12-23,45,Male,Canada,Sports,2,98.86,197.72,Credit Card,5,0
724,2024-12-24,25,Male,UK,Toys,5,127.68,638.4000000000001,Debit Card,2,0
725,2024-12-25,58,Female,Australia,Home,2,88.13,176.26,Debit Card,3,1
726,2024-12-26,56,Male,Germany,Beauty,6,91.22,547.3199999999999,Bank Transfer,2,0
727,2024-12-27,18,Male,France,Sports,3,72.75,218.25,Cash,2,1
728,2024-12-28,20,Male,Canada,Apparel,6,117.2,703.2,Cash,1,1
729,2024-12-29,30,Male,UK,Apparel,9,171.61,1544.4900000000002,Debit Card,2,0
730,2024-12-30,45,Female,Australia,Home,1,48.29,48.29,Credit Card,2,0
731,2024-12-31,66,Female,Australia,Electronics,6,187.54,1125.24,Credit Card,3,0
732,2025-01-01,42,Female,Canada,Electronics,9,140.93,1268.3700000000001,Credit Card,3,0
733,2025-01-02,50,Female,Germany,Beauty,4,166.42,665.68,Cash,4,0
734,2025-01-03,55,Male,Canada,Beauty,2,115.68,231.36,Bank Transfer,1,0
735,2025-01-04,23,Female,Australia,Beauty,4,158.11,632.44,Debit Card,2,0
736,2025-01-05,61,Male,USA,Electronics,1,13.08,13.08,PayPal,1,0
737,2025-01-06,62,Male,UK,Apparel,3,165.49,496.47,Bank Transfer,5,0
738,2025-01-07,49,Male,Canada,Electronics,9,17.63,158.67,PayPal,2,0
739,2025-01-08,62,Male,Australia,Toys,5,179.08,895.4000000000001,Bank Transfer,1,0
740,2025-01-09,64,Male,Germany,Sports,6,198.47,1190.82,Credit Card,4,0
741,2025-01-10,38,Female,Australia,Beauty,3,65.87,197.61,Cash,4,0
742,2025-01-11,33,Female,Germany,Apparel,5,49.96,249.8,PayPal,2,0
743,2025-01-12,38,Female,Canada,Home,8,155.42,1243.36,Bank Transfer,5,1
744,2025-01-13,28,Female,Germany,Home,6,58.08,348.48,Cash,4,0
745,2025-01-14,54,Male,France,Sports,4,174.46,697.84,PayPal,4,0
746,2025-01-15,53,Female,France,Apparel,2,29.54,59.08,Debit Card,5,0
747,2025-01-16,52,Male,France,Electronics,9,33.93,305.37,Bank Transfer,1,0
748,2025-01-17,36,Female,USA,Electronics,1,196.04,196.04,Debit Card,4,0
749,2025-01-18,37,Male,Canada,Toys,1,138.03,138.03,Credit Card,3,0
750,2025-01-19,35,Male,Australia,Toys,4,170.91,683.64,Debit Card,4,0
751,2025-01-20,64,Female,Australia,Electronics,7,71.62,501.34000000000003,Debit Card,1,0
752,2025-01-21,58,Male,USA,Home,1,138.53,138.53,Bank Transfer,1,0
753,2025-01-22,66,Male,Germany,Beauty,9,122.91,1106.19,Credit Card,2,0
754,2025-01-23,31,Female,USA,Home,4,124.6,498.4,Debit Card,3,0
755,2025-01-24,32,Male,Germany,Toys,3,139.68,419.04,Cash,1,0
756,2025-01-25,48,Female,Germany,Sports,1,119.32,119.32,PayPal,5,1
757,2025-01-26,18,Female,UK,Electronics,4,91.52,366.08,Debit Card,3,0
758,2025-01-27,20,Female,Australia,Toys,9,62.43,561.87,Credit Card,3,0
759,2025-01-28,33,Male,France,Toys,6,156.03,936.1800000000001,Debit Card,5,0
760,2025-01-29,40,Male,Germany,Beauty,6,52.99,317.94,PayPal,4,0
761,2025-01-30,28,Male,UK,Electronics,1,141.55,141.55,Credit Card,5,1
762,2025-01-31,29,Female,Australia,Beauty,2,54.33,108.66,Bank Transfer,5,0
763,2025-02-01,27,Male,France,Electronics,6,128.81,772.86,Credit Card,4,0
764,2025-02-02,49,Female,Germany,Beauty,2,151.94,303.88,Bank Transfer,4,0
765,2025-02-03,33,Female,Germany,Home,3,51.56,154.68,Credit Card,4,0
766,2025-02-04,25,Male,USA,Sports,4,21.39,85.56,PayPal,4,1
767,2025-02-05,55,Female,USA,Sports,5,34.89,174.45,PayPal,4,0
768,2025-02-06,29,Male,Australia,Electronics,9,125.14,1126.26,Credit Card,5,1
769,2025-02-07,41,Male,France,Apparel,4,171.39,685.56,Debit Card,2,0
770,2025-02-08,45,Male,Germany,Toys,9,18.55,166.95000000000002,PayPal,2,0
771,2025-02-09,25,Male,Australia,Toys,3,149.49,448.47,Bank Transfer,1,0
772,2025-02-10,45,Male,Australia,Electronics,8,74.85,598.8,Bank Transfer,2,1
773,2025-02-11,53,Female,Canada,Beauty,1,100.92,100.92,Cash,2,0
774,2025-02-12,43,Female,USA,Apparel,9,186.48,1678.32,Bank Transfer,5,0
775,2025-02-13,25,Female,France,Home,9,73.07,657.6299999999999,Cash,4,1
776,2025-02-14,67,Male,Germany,Beauty,2,98.41,196.82,Credit Card,4,0
777,2025-02-15,45,Male,Australia,Beauty,4,12.6,50.4,Credit Card,5,0
778,2025-02-16,45,Male,Germany,Electronics,8,25.5,204.0,Credit Card,2,0
779,2025-02-17,54,Female,Canada,Electronics,7,59.13,413.91,Debit Card,5,0
780,2025-02-18,58,Male,France,Toys,1,15.29,15.29,Debit Card,1,0
781,2025-02-19,53,Female,Australia,Electronics,5,129.96,649.8000000000001,Cash,4,0
782,2025-02-20,44,Female,Germany,Electronics,7,91.02,637.14,Bank Transfer,3,0
783,2025-02-21,34,Male,USA,Electronics,4,114.15,456.6,Bank Transfer,1,0
784,2025-02-22,26,Male,Canada,Toys,1,43.18,43.18,Credit Card,1,0
785,2025-02-23,50,Female,France,Home,9,66.23,596.07,PayPal,5,1
786,2025-02-24,37,Male,Canada,Home,5,136.13,680.65,Debit Card,2,0
787,2025-02-25,30,Female,USA,Electronics,2,193.41,386.82,Debit Card,4,0
788,2025-02-26,45,Male,France,Toys,8,19.58,156.64,Credit Card,3,0
789,2025-02-27,65,Male,Canada,Home,2,179.17,358.34,Debit Card,1,0
790,2025-02-28,46,Female,UK,Beauty,3,119.61,358.83,Credit Card,3,0
791,2025-03-01,30,Male,USA,Home,1,117.14,117.14,Cash,2,0
792,2025-03-02,63,Female,USA,Home,2,105.05,210.1,Bank Transfer,2,0
793,2025-03-03,52,Male,USA,Toys,7,23.18,162.26,PayPal,3,0
794,2025-03-04,23,Female,UK,Beauty,2,27.08,54.16,Bank Transfer,4,0
795,2025-03-05,35,Female,UK,Toys,6,124.17,745.02,Bank Transfer,2,0
796,2025-03-06,68,Male,Germany,Electronics,3,74.78,224.34,Cash,3,0
797,2025-03-07,22,Female,Australia,Sports,4,184.28,737.12,Debit Card,1,0
798,2025-03-08,64,Male,Canada,Home,8,87.25,698.0,PayPal,3,0
799,2025-03-09,42,Male,Germany,Sports,3,37.22,111.66,Debit Card,3,1
800,2025-03-10,19,Male,Canada,Toys,6,145.8,874.8000000000001,Bank Transfer,5,0
801,2025-03-11,27,Female,Australia,Toys,1,65.74,65.74,Credit Card,2,0
802,2025-03-12,47,Female,UK,Toys,7,109.84,768.88,Bank Transfer,4,0
803,2025-03-13,67,Male,Australia,Sports,8,142.59,1140.72,Debit Card,4,0
804,2025-03-14,62,Male,UK,Toys,8,181.05,1448.4,Bank Transfer,5,0
805,2025-03-15,22,Female,Australia,Electronics,3,160.52,481.56000000000006,Credit Card,4,0
806,2025-03-16,50,Male,Germany,Toys,1,138.51,138.51,Cash,3,0
807,2025-03-17,18,Male,France,Apparel,9,139.13,1252.17,Debit Card,5,0
808,2025-03-18,35,Female,Germany,Sports,6,189.73,1138.3799999999999,Bank Transfer,1,0
809,2025-03-19,49,Male,Canada,Apparel,9,66.21,595.89,Debit Card,2,0
810,2025-03-20,64,Female,Germany,Toys,7,10.21,71.47,Cash,2,0
811,2025-03-21,66,Male,USA,Electronics,1,61.67,61.67,Bank Transfer,2,0
812,2025-03-22,28,Female,Canada,Home,1,51.4,51.4,Bank Transfer,3,0
813,2025-03-23,38,Male,Australia,Beauty,6,135.75,814.5,Debit Card,1,0
814,2025-03-24,43,Male,Canada,Beauty,5,130.41,652.05,Debit Card,5,0
815,2025-03-25,42,Female,France,Toys,9,122.76,1104.8400000000001,Credit Card,5,1
816,2025-03-26,39,Male,UK,Electronics,2,13.09,26.18,Cash,2,1
817,2025-03-27,44,Female,Australia,Sports,8,148.47,1187.76,Credit Card,1,0
818,2025-03-28,66,Male,Canada,Apparel,5,71.47,357.35,Bank Transfer,1,0
819,2025-03-29,30,Female,Australia,Apparel,2,136.36,272.72,Debit Card,1,0
820,2025-03-30,50,Female,Australia,Apparel,6,115.75,694.5,Bank Transfer,4,0
821,2025-03-31,51,Female,Australia,Sports,8,75.12,600.96,Bank Transfer,4,0
822,2025-04-01,58,Female,UK,Beauty,4,35.57,142.28,PayPal,2,0
823,2025-04-02,52,Male,Germany,Electronics,2,27.94,55.88,PayPal,1,1
824,2025-04-03,18,Male,Australia,Sports,5,167.99,839.95,Bank Transfer,1,0
825,2025-04-04,38,Female,USA,Apparel,2,184.5,369.0,Debit Card,5,0
826,2025-04-05,65,Female,France,Toys,2,133.46,266.92,Bank Transfer,5,0
827,2025-04-06,23,Female,UK,Home,6,29.65,177.89999999999998,PayPal,2,0
828,2025-04-07,45,Male,Canada,Sports,9,86.39,777.51,Debit Card,1,0
829,2025-04-08,34,Male,UK,Sports,4,148.5,594.0,Bank Transfer,2,0
830,2025-04-09,22,Male,Canada,Electronics,6,158.17,949.02,Cash,5,0
831,2025-04-10,48,Male,UK,Electronics,7,32.46,227.22,Cash,5,0
832,2025-04-11,22,Female,Canada,Sports,6,10.01,60.06,Bank Transfer,4,1
833,2025-04-12,55,Female,Australia,Apparel,8,145.31,1162.48,Debit Card,2,0
834,2025-04-13,20,Female,Germany,Home,4,77.75,311.0,Bank Transfer,2,0
835,2025-04-14,40,Male,Canada,Electronics,1,58.35,58.35,Bank Transfer,1,0
836,2025-04-15,54,Male,Canada,Apparel,7,12.45,87.14999999999999,PayPal,1,0
837,2025-04-16,54,Male,USA,Toys,3,112.66,337.98,Cash,4,0
838,2025-04-17,27,Female,Canada,Electronics,6,171.72,1030.32,PayPal,3,1
839,2025-04-18,27,Female,USA,Apparel,2,191.95,383.9,PayPal,3,0
840,2025-04-19,36,Male,France,Apparel,9,117.49,1057.4099999999999,Bank Transfer,3,1
841,2025-04-20,34,Female,Australia,Home,1,107.75,107.75,PayPal,2,0
842,2025-04-21,38,Male,USA,Home,6,26.16,156.96,Cash,2,0
843,2025-04-22,31,Male,Germany,Toys,6,114.29,685.74,PayPal,5,1
844,2025-04-23,26,Female,Australia,Apparel,5,82.2,411.0,Cash,2,0
845,2025-04-24,63,Male,USA,Beauty,5,125.36,626.8,PayPal,2,0
846,2025-04-25,18,Female,Australia,Apparel,1,83.86,83.86,Cash,2,0
847,2025-04-26,68,Male,Australia,Home,5,55.66,278.29999999999995,PayPal,4,0
848,2025-04-27,62,Female,Australia,Beauty,2,28.04,56.08,PayPal,2,0
849,2025-04-28,30,Female,France,Electronics,7,69.83,488.81,Debit Card,1,1
850,2025-04-29,21,Female,Germany,Electronics,3,28.36,85.08,Cash,1,0
851,2025-04-30,18,Male,UK,Sports,4,43.61,174.44,Cash,5,0
852,2025-05-01,66,Male,UK,Home,3,197.59,592.77,Cash,4,1
853,2025-05-02,57,Female,USA,Sports,3,94.38,283.14,Credit Card,1,0
854,2025-05-03,49,Female,Australia,Beauty,4,111.06,444.24,PayPal,4,0
855,2025-05-04,51,Male,USA,Home,5,175.99,879.95,Cash,4,0
856,2025-05-05,45,Male,France,Toys,1,199.16,199.16,Credit Card,5,0
857,2025-05-06,48,Male,France,Apparel,4,120.72,482.88,Debit Card,4,0
858,2025-05-07,25,Female,Canada,Toys,8,164.37,1314.96,Cash,2,1
859,2025-05-08,56,Male,France,Beauty,7,72.12,504.84000000000003,Cash,4,0
860,2025-05-09,43,Male,Canada,Home,9,68.09,612.8100000000001,Credit Card,5,0
861,2025-05-10,51,Female,Germany,Beauty,5,86.51,432.55,PayPal,5,0
862,2025-05-11,20,Male,USA,Apparel,4,137.78,551.12,Debit Card,5,0
863,2025-05-12,67,Male,Germany,Electronics,8,139.62,1116.96,Cash,1,0
864,2025-05-13,29,Male,France,Electronics,9,69.9,629.1,PayPal,2,0
865,2025-05-14,18,Female,Germany,Beauty,7,35.31,247.17000000000002,Debit Card,1,0
866,2025-05-15,61,Female,Germany,Sports,7,130.16,911.12,Bank Transfer,3,1
867,2025-05-16,22,Female,Germany,Home,5,34.38,171.9,Bank Transfer,2,0
868,2025-05-17,47,Female,France,Home,4,119.91,479.64,Debit Card,4,0
869,2025-05-18,47,Female,Australia,Electronics,1,141.75,141.75,Credit Card,5,1
870,2025-05-19,34,Female,Germany,Toys,7,143.12,1001.84,Debit Card,3,0
871,2025-05-20,65,Female,Canada,Apparel,1,153.16,153.16,Debit Card,2,0
872,2025-05-21,64,Male,France,Toys,1,175.84,175.84,Credit Card,1,0
873,2025-05-22,40,Male,Germany,Toys,5,104.99,524.9499999999999,Credit Card,5,0
874,2025-05-23,32,Female,Australia,Beauty,9,148.75,1338.75,PayPal,1,0
875,2025-05-24,54,Male,France,Electronics,6,127.64,765.84,PayPal,2,0
876,2025-05-25,38,Male,UK,Electronics,3,45.46,136.38,Credit Card,2,0
877,2025-05-26,31,Female,Australia,Electronics,3,14.88,44.64,Bank Transfer,3,0
878,2025-05-27,19,Male,Canada,Beauty,7,64.06,448.42,Bank Transfer,4,0
879,2025-05-28,28,Male,Germany,Sports,6,94.18,565.08,Debit Card,1,0
880,2025-05-29,68,Male,UK,Toys,9,127.25,1145.25,Cash,3,0
881,2025-05-30,56,Male,UK,Beauty,6,171.49,1028.94,Debit Card,5,1
882,2025-05-31,55,Male,France,Home,5,47.29,236.45,Debit Card,4,1
883,2025-06-01,51,Female,UK,Apparel,7,33.85,236.95000000000002,Cash,3,0
884,2025-06-02,55,Female,Canada,Sports,1,193.06,193.06,Credit Card,1,0
885,2025-06-03,67,Female,Canada,Home,7,30.53,213.71,Bank Transfer,2,0
886,2025-06-04,51,Male,USA,Toys,3,100.91,302.73,Debit Card,5,0
887,2025-06-05,35,Female,Canada,Electronics,9,121.26,1091.3400000000001,Cash,1,0
888,2025-06-06,47,Male,Australia,Toys,6,112.86,677.16,PayPal,4,0
889,2025-06-07,32,Male,UK,Beauty,9,26.35,237.15,Debit Card,4,0
890,2025-06-08,44,Male,Canada,Apparel,5,20.84,104.2,Bank Transfer,2,0
891,2025-06-09,68,Male,France,Beauty,7,30.04,210.28,Credit Card,2,1
892,2025-06-10,51,Female,USA,Sports,4,121.26,485.04,Debit Card,5,0
893,2025-06-11,69,Female,UK,Sports,7,113.43,794.01,Debit Card,5,0
894,2025-06-12,55,Male,USA,Apparel,1,54.41,54.41,Cash,2,0
895,2025-06-13,50,Female,UK,Home,7,131.18,918.26,PayPal,2,0
896,2025-06-14,41,Male,France,Home,8,165.81,1326.48,PayPal,4,0
897,2025-06-15,32,Female,USA,Sports,5,17.9,89.5,Credit Card,2,0
898,2025-06-16,47,Female,Germany,Sports,2,104.64,209.28,Bank Transfer,3,0
899,2025-06-17,59,Male,Australia,Electronics,5,140.97,704.85,Credit Card,1,0
900,2025-06-18,68,Female,Australia,Home,6,57.94,347.64,Debit Card,2,1
901,2025-06-19,34,Male,UK,Apparel,2,68.48,136.96,Debit Card,5,1
902,2025-06-20,22,Female,Germany,Home,6,126.59,759.54,PayPal,3,1
903,2025-06-21,46,Male,USA,Electronics,6,180.61,1083.66,Bank Transfer,5,0
904,2025-06-22,21,Male,Germany,Beauty,1,163.89,163.89,Cash,3,0
905,2025-06-23,27,Female,Germany,Sports,1,120.79,120.79,Bank Transfer,2,0
906,2025-06-24,34,Female,USA,Sports,3,148.74,446.22,Debit Card,1,0
907,2025-06-25,27,Male,France,Electronics,3,79.32,237.95999999999998,Cash,5,0
908,2025-06-26,34,Female,Germany,Apparel,4,131.78,527.12,Bank Transfer,3,1
909,2025-06-27,37,Female,Germany,Sports,2,98.57,197.14,Bank Transfer,4,0
910,2025-06-28,41,Male,France,Toys,9,46.09,414.81000000000006,Cash,2,0
911,2025-06-29,22,Male,Germany,Sports,7,143.33,1003.3100000000001,Debit Card,1,0
912,2025-06-30,51,Female,Germany,Toys,7,115.73,810.11,Bank Transfer,2,1
913,2025-07-01,23,Male,Germany,Electronics,6,78.14,468.84000000000003,Cash,4,0
914,2025-07-02,19,Male,Australia,Electronics,3,183.15,549.45,Debit Card,1,1
915,2025-07-03,30,Male,Canada,Sports,6,13.98,83.88,Cash,4,1
916,2025-07-04,60,Female,France,Home,8,70.0,560.0,Cash,2,1
917,2025-07-05,60,Female,Germany,Toys,8,20.81,166.48,Bank Transfer,3,0
918,2025-07-06,65,Male,Australia,Apparel,9,155.64,1400.7599999999998,Debit Card,2,0
919,2025-07-07,28,Female,France,Sports,1,143.4,143.4,Bank Transfer,2,0
920,2025-07-08,68,Male,UK,Apparel,1,72.96,72.96,Credit Card,2,0
921,2025-07-09,64,Female,UK,Sports,3,138.38,415.14,Credit Card,5,0
922,2025-07-10,40,Male,Germany,Home,3,85.23,255.69,Debit Card,4,0
923,2025-07-11,33,Male,Australia,Home,8,153.69,1229.52,Cash,4,1
924,2025-07-12,48,Female,Australia,Home,1,96.29,96.29,Bank Transfer,4,0
925,2025-07-13,28,Male,France,Beauty,2,88.33,176.66,Bank Transfer,5,1
926,2025-07-14,33,Female,France,Home,2,187.6,375.2,Debit Card,3,0
927,2025-07-15,25,Female,Australia,Electronics,3,57.67,173.01,Debit Card,2,0
928,2025-07-16,21,Male,France,Electronics,6,32.88,197.28000000000003,Credit Card,3,1
929,2025-07-17,57,Male,Australia,Beauty,1,121.06,121.06,PayPal,5,0
930,2025-07-18,21,Female,Canada,Toys,2,194.17,388.34,Debit Card,4,0
931,2025-07-19,42,Male,Australia,Apparel,1,81.79,81.79,PayPal,2,0
932,2025-07-20,20,Male,UK,Sports,5,21.79,108.94999999999999,Debit Card,1,0
933,2025-07-21,49,Male,France,Sports,7,74.47,521.29,Cash,1,0
934,2025-07-22,20,Male,Australia,Beauty,8,106.13,849.04,Cash,3,0
935,2025-07-23,44,Male,Australia,Electronics,1,40.77,40.77,Credit Card,4,0
936,2025-07-24,46,Female,France,Sports,7,135.04,945.28,Credit Card,1,0
937,2025-07-25,49,Female,Canada,Electronics,5,199.57,997.8499999999999,PayPal,3,0
938,2025-07-26,67,Male,Canada,Toys,1,95.83,95.83,Debit Card,5,0
939,2025-07-27,68,Male,France,Apparel,3,77.4,232.20000000000002,Bank Transfer,3,0
940,2025-07-28,36,Male,USA,Toys,7,86.13,602.91,Credit Card,3,1
941,2025-07-29,38,Female,France,Beauty,1,31.88,31.88,Bank Transfer,3,0
942,2025-07-30,22,Male,France,Home,7,177.82,1244.74,Bank Transfer,2,0
943,2025-07-31,35,Female,Canada,Home,5,88.82,444.09999999999997,Debit Card,3,0
944,2025-08-01,45,Female,Canada,Home,1,83.58,83.58,PayPal,3,1
945,2025-08-02,59,Female,France,Toys,1,135.34,135.34,Debit Card,2,0
946,2025-08-03,39,Male,France,Sports,1,93.99,93.99,Credit Card,2,0
947,2025-08-04,38,Female,France,Apparel,9,133.16,1198.44,Bank Transfer,5,0
948,2025-08-05,23,Male,Canada,Home,3,21.67,65.01,Debit Card,4,0
949,2025-08-06,18,Female,France,Beauty,5,164.61,823.0500000000001,Debit Card,1,0
950,2025-08-07,22,Male,France,Beauty,9,188.7,1698.3,Debit Card,1,0
951,2025-08-08,58,Female,Germany,Home,6,133.27,799.6200000000001,Credit Card,3,0
952,2025-08-09,29,Male,USA,Home,9,191.37,1722.33,PayPal,5,1
953,2025-08-10,43,Female,UK,Apparel,8,38.77,310.16,Debit Card,3,0
954,2025-08-11,63,Male,USA,Home,8,100.71,805.68,Credit Card,1,0
955,2025-08-12,51,Male,Germany,Apparel,1,124.34,124.34,Bank Transfer,2,0
956,2025-08-13,66,Male,UK,Beauty,9,120.53,1084.77,Cash,4,1
957,2025-08-14,31,Male,France,Home,6,86.28,517.6800000000001,Credit Card,5,1
958,2025-08-15,43,Female,Germany,Toys,9,74.24,668.16,Cash,2,0
959,2025-08-16,62,Female,France,Toys,3,34.1,102.30000000000001,Debit Card,4,0
960,2025-08-17,44,Male,Canada,Beauty,3,84.43,253.29000000000002,Debit Card,5,0
961,2025-08-18,26,Female,Australia,Apparel,6,40.91,245.45999999999998,Credit Card,5,0
962,2025-08-19,43,Male,Germany,Toys,9,149.53,1345.77,Cash,1,0
963,2025-08-20,64,Male,Canada,Apparel,7,49.68,347.76,Debit Card,2,0
964,2025-08-21,39,Female,Germany,Toys,3,21.13,63.39,Bank Transfer,5,0
965,2025-08-22,64,Male,Germany,Toys,3,114.95,344.85,PayPal,5,0
966,2025-08-23,47,Male,Canada,Apparel,2,123.09,246.18,PayPal,4,0
967,2025-08-24,60,Female,UK,Sports,9,175.66,1580.94,Debit Card,1,0
968,2025-08-25,65,Male,USA,Toys,3,119.63,358.89,Cash,3,0
969,2025-08-26,34,Male,France,Home,5,75.64,378.2,Debit Card,1,0
970,2025-08-27,43,Male,Germany,Beauty,9,162.57,1463.1299999999999,Cash,3,0
971,2025-08-28,53,Male,France,Sports,8,112.65,901.2,Bank Transfer,2,0
972,2025-08-29,18,Female,Australia,Apparel,2,25.06,50.12,Cash,2,0
973,2025-08-30,25,Female,Canada,Sports,3,117.51,352.53000000000003,Debit Card,5,0
974,2025-08-31,66,Female,France,Electronics,2,182.52,365.04,Bank Transfer,2,0
975,2025-09-01,52,Male,Canada,Electronics,8,85.3,682.4,Credit Card,5,0
976,2025-09-02,69,Male,France,Toys,6,66.3,397.79999999999995,PayPal,1,0
977,2025-09-03,32,Female,USA,Toys,6,37.26,223.56,Debit Card,2,0
978,2025-09-04,64,Male,USA,Home,9,38.77,348.93,Debit Card,1,1
979,2025-09-05,39,Male,USA,Beauty,8,92.23,737.84,Debit Card,1,0
980,2025-09-06,31,Male,USA,Sports,4,123.18,492.72,Bank Transfer,2,1
981,2025-09-07,43,Male,USA,Electronics,4,25.32,101.28,Credit Card,1,0
982,2025-09-08,45,Female,USA,Toys,9,188.52,1696.68,Cash,2,1
983,2025-09-09,40,Female,Canada,Beauty,1,153.48,153.48,Credit Card,2,0
984,2025-09-10,31,Female,Germany,Sports,2,121.46,242.92,Bank Transfer,2,0
985,2025-09-11,41,Male,France,Toys,2,167.4,334.8,Debit Card,3,0
986,2025-09-12,19,Female,USA,Toys,6,25.24,151.44,PayPal,1,0
